Date,Address,Price,PriceTag,Area,Ft_Price,Agency,Region,District,Subdistrict,Code,Area_URL
2025-02-15,The Arch・Sun Tower (Block 1A)・Upper Floor・Flat A,"$84,000",L,"1,281ft²",@$66,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-15,The Arch・Moon Tower (Block 2A)・Lower Floor・Flat D,"$32,000",L,513ft²,@$62,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-15,The Cullinan・Tower 21 - Zone 3 (Royal Sky)・Upper Floor・Flat B,"$80,000",L,"1,093ft²",@$73,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-15,The Austin・Tower 2A・Middle Floor・Flat B,"$31,200",L,651ft²,@$48,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-15,The Harbourside・Tower 3・Middle Floor・Flat D,"$50,000",L,"1,062ft²",@$47,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-14,The Waterfront・Phase 1・Tower 2・Lower Floor・Flat B,$17.5M,S,931ft²,"@$18,797",Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-14,The Coronation・Tower 3・11/F・Flat A,$25.88M,S,"1,614ft²","@$16,035",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-13,The Waterfront・Phase 1・Tower 2・Upper Floor・Flat G,"$40,000",L,934ft²,@$43,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-13,The Arch・Star Tower (Block 2)・Lower Floor・Flat C,"$26,000",L,412ft²,@$63,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-13,The Coronation・Tower 1・25/F・Flat B,$15.5M,S,928ft²,"@$16,703",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-12,The Cullinan・Tower 21 - Zone 6 (Aster Sky)・Upper Floor・Flat B,"$100,000",L,"1,333ft²",@$75,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-11,The Harbourside・Tower 1・Middle Floor・Flat E,"$41,800",L,755ft²,@$55,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-11,The Coronation・Tower 2・31/F・Flat B,$16M,S,927ft²,"@$17,260",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-11,Sorrento・Phase 1・Block 6・62/F・Flat G,$18M,S,762ft²,"@$23,622",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-10,Grand Austin・Tower 3A・Upper Floor・Flat A,"$48,000",L,908ft²,@$53,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-10,The Coronation・Tower 2・Lower Floor・Flat A,"$37,000",L,954ft²,@$39,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-10,Sorrento・Phase 2・Block 1・67/F・Flat B,$35.88M,S,"1,294ft²","@$27,728",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-09,The Harbourside・Tower 2・Lower Floor・Flat A,"$38,800",L,795ft²,@$49,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-08,The Arch・Moon Tower (Block 2A)・Middle Floor・Flat C,"$30,000",L,420ft²,@$71,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-08,Grand Austin・Tower 1A・Upper Floor・Flat A,"$48,000",L,942ft²,@$51,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-08,The Harbourside・Tower 2・Lower Floor・Flat C,"$40,500",L,750ft²,@$54,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-08,Sorrento・Phase 1・Block 5・Middle Floor・Flat E,"$43,500",L,856ft²,@$51,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-08,Grand Austin・Tower 5A・Lower Floor・Flat A,"$43,500",L,928ft²,@$47,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-07,Sorrento・Phase 2・Block 2・63/F・Flat F,$25.6M,S,"1,087ft²","@$23,551",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-05,The Harbourside・Tower 1・Upper Floor・Flat C,"$46,000",L,805ft²,@$57,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-05,Sorrento・Phase 1・Block 6・37/F・Flat C,$17.5M,S,775ft²,"@$22,581",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,The Cullinan・Tower 21 - Zone 2 (Luna Sky)・Upper Floor・Flat C,"$64,000",L,"1,008ft²",@$63,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,Sorrento・Phase 1・Block 6・Lower Floor・Flat E,"$40,000",L,853ft²,@$47,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,The Arch・Star Tower (Block 2)・Middle Floor・Flat E,"$31,000",L,534ft²,@$58,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,The Harbourside・Tower 2・Upper Floor・Flat A,"$65,000",L,"1,061ft²",@$61,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,The Austin・Tower 2A・Lower Floor・Flat C,"$31,500",L,581ft²,@$54,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,The Waterfront・Phase 2・Tower 6・Middle Floor・Flat D,"$43,000",L,934ft²,@$46,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,The Waterfront・Phase 2・Tower 5・Middle Floor・Flat A,"$40,000",L,933ft²,@$43,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,Sorrento・Phase 1・Block 6・Lower Floor・Flat B,"$30,000",L,625ft²,@$48,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,The Cullinan・Tower 21 - Zone 2 (Luna Sky)・Middle Floor・Flat C,"$65,000",L,999ft²,@$65,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,Sorrento・Phase 1・Block 6・Upper Floor・Flat E,"$39,800",L,856ft²,@$46,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-01,The Cullinan・Tower 20 - Zone 2 (Ocean Sky)・Lower Floor・Flat C,"$39,000",L,658ft²,@$59,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-28,The Arch・Moon Tower (Block 2A)・Middle Floor・Flat C,"$29,000",L,420ft²,@$69,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-28,The Harbourside・Tower 2・57/F・Flat F,$20.5M,S,805ft²,"@$25,466",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-28,Sorrento・Phase 2・Block 1・39/F・Flat B,$32.35M,S,"1,239ft²","@$26,110",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-27,Sorrento・Phase 1・Block 5・47/F・Flat A,$14M,S,632ft²,"@$22,152",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-24,The Cullinan・Tower 21 - Zone 6 (Aster Sky)・Lower Floor・Flat C,"$38,000",L,664ft²,@$57,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-24,The Waterfront・Carpark・BM2・No.39,$1.12M,S,--,--,Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-24,Sorrento・Carpark・5/F・No.242,$2M,S,--,--,Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-23,The Cullinan・Tower 21 - Zone 2 (Luna Sky)・Middle Floor・Flat A,"$87,000",L,"1,394ft²",@$62,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-23,Sorrento・Carpark・3/F・No.194,$1.75M,S,--,--,Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-22,Sorrento・Phase 2・Block 2・Upper Floor・Flat D,"$54,000",L,"1,091ft²",@$49,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-22,The Arch・Star Tower (Block 2)・9/F・Flat E,$16.5M,S,533ft²,"@$30,957",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-22,Grand Austin・Tower 5A・17/F・Flat C,$18.2M,S,892ft²,"@$20,404",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-22,The Harbourside・Tower 2・49/F・Flat B,$40M,S,"1,061ft²","@$37,700",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-21,The Cullinan・Tower 21 - Zone 5 (Star Sky)・61/F・Flat C,$16M,S,535ft²,"@$29,907",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-21,The Cullinan・Tower 20 - Zone 2 (Ocean Sky)・30/F・Flat B,$33.6M,S,"1,128ft²","@$29,787",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-21,The Coronation・Tower 6・38/F・Flat B,$31.2M,S,"1,274ft²","@$24,490",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-20,The Cullinan・Tower 20 - Zone 2 (Ocean Sky)・Middle Floor・Flat C,"$36,000",L,658ft²,@$55,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-20,Grand Austin・Tower 1A・Lower Floor・Flat C,"$28,000",L,540ft²,@$52,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-20,The Coronation・Tower 6・Middle Floor・Flat A,"$18,250",L,466ft²,@$39,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-20,Sorrento・Phase 2・Block 1・12/F・Flat B,$28.88M,S,"1,236ft²","@$23,366",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-17,Sorrento・Phase 1・Block 5・Middle Floor・Flat C,"$33,000",L,781ft²,@$42,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-17,Sorrento・Carpark・5/F・No.8,$2M,S,--,--,Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-16,Sorrento・Carpark・1/F・No.232,$2M,S,--,--,Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-16,The Harbourside・Tower 2・48/F・Flat B,$36.8M,S,"1,061ft²","@$34,684",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-16,Sorrento・Carpark・3/F・No.76,$1.45M,S,--,--,Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-16,The Arch・Sun Tower (Block 1A)・68/F・Flat A,$37.8M,S,"1,281ft²","@$29,508",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-15,The Waterfront・Phase 1・Tower 2・Lower Floor・Flat D,"$39,000",L,934ft²,@$42,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-15,The Harbourside・Tower 3・Middle Floor・Flat B,"$55,000",L,"1,061ft²",@$52,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-15,Sorrento・Phase 1・Block 5・Upper Floor・Flat A,"$34,000",L,632ft²,@$54,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-15,The Arch・Star Tower (Block 2)・23/F・Flat G,$10.55M,S,420ft²,"@$25,119",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-15,The Harbourside・Tower 1・48/F・Flat D,$28.38M,S,"1,054ft²","@$26,926",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-14,The Coronation・Tower 1・Middle Floor・Flat B,$15.5M,S,928ft²,"@$16,703",Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-14,The Cullinan・Tower 21 - Zone 1 (Sun Sky)・67/F・Flat D,$24M,S,885ft²,"@$27,119",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-13,The Coronation・Tower 2・29/F・Flat A,$15.68M,S,954ft²,"@$16,436",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-13,Sorrento・Phase 1・Block 3・19/F・Flat G,$16.3M,S,772ft²,"@$21,114",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-13,The Arch・Sun Tower (Block 1A)・10/F・Flat D,$14.5M,S,513ft²,"@$28,265",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-11,The Arch・Star Tower (Block 2)・Lower Floor・Flat A,"$43,000",L,871ft²,@$49,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-11,Sorrento・Phase 2・Block 2・Lower Floor・Flat D,"$46,000",L,"1,052ft²",@$44,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-10,The Waterfront・Phase 1・Tower 1・Middle Floor・Flat D,"$30,000",L,638ft²,@$47,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-10,Grand Austin・Tower 5・Upper Floor・Flat A,"$43,000",L,874ft²,@$49,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-10,The Waterfront・Phase 1・Tower 3・31/F・Flat A,$18.6M,S,934ft²,"@$19,914",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-10,The Arch・Sun Tower (Block 1A)・79/F・Flat C,$25M,S,972ft²,"@$25,720",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-10,The Arch・Sun Tower (Block 1A)・79/F・Flat D,$25M,S,"1,023ft²","@$24,438",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-01-10,The Arch・Sun Tower (Block 1A)・80/F・Flat A,$305M,S,"4,263ft²","@$71,546",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
