Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Region,District,Subdistrict,Code,Area_URL
Scenic Horizon,250 Shau Kei Wan Road,1,100,--,--,--,4,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Truecourse Tower,17 Tai Shek Street,1,23,--,--,--,3,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Lai Wan Building,33-55 Shau Kei Wan Road,1,373,"$7,455/ ft²",4.79%,1,3,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Po Man Building,258-272 Shau Kei Wan Road,1,80,--,--,--,2,1,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Hoi Ning Building,1-5 Hoi Ning Street,1,68,--,--,--,2,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Tai Cheong House,2 Hong Cheung Street,1,197,"$7,007/ ft²",31.68%,1,2,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Hing Man Mansion,46-48 Hing Man Street,1,44,--,--,--,2,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Hing Cheong Building,15-31 Shau Kei Wan Road,1,262,"$8,885/ ft²",38.31%,1,2,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Mei Tung Building,17-19 Sai Wan Ho Street,1,46,--,--,--,2,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Ellen Building,192-198 Shau Kei Wan Road,1,96,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Kam Hoi Building,14-20 Sai Wan Ho Street,1,58,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
200 Shau Kei Wan Road,200 Shau Kei Wan Road,1,4,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Fok Sing Building,234-238 Shau Kei Wan Road,1,95,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Tai Foo House,6 Hong Cheung Street,1,198,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Tai Hong House,8 Hong Cheung Street,1,199,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Shing On Building,38-46 Shing On Street,1,59,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Lee Ga Building,131 Sai Wan Ho Street,1,182,"$9,501/ ft²",14.90%,1,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Hoi Shun Building,142-144 Sai Wan Ho Street,1,46,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Millennium Court,72 Shau Kei Wan Road,1,42,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Sai Wan Court,138-140 Sai Wan Ho Street,1,30,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Ko Mong Building,142-146 Shau Kei Wan Road,1,57,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Lok Kwan House,2 Sun Sing Street,1,76,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Dollar Mansion,152-154 Shau Kei Wan Road,1,48,"$7,609/ ft²",30.00%,1,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Metro Hermitage,38 Hoi An Street,1,92,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Sai Wan Building,5-7A Sai Wan Ho Street,1,66,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Win Tack Building,274-278 Shau Kei Wan Road,1,44,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Hoi Ching Mansion,1-11 Hoi Ching Street,1,137,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Casio Mansion,209-223 Shau Kei Wan Road,1,124,--,--,--,1,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
86-90A Shau Kei Wan Road,86-90A Shau Kei Wan Road,1,36,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Kam Sing Mansion,230-232 Shau Kei Wan Road,1,33,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
202-204 Shau Kei Wan Road,202-204 Shau Kei Wan Road,1,15,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Tai Hong Building,60-64 Shau Kei Wan Road,1,20,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
20-24 Hoi Ning Street,20-24 Hoi Ning Street,1,17,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
9-11 Tai Lok Street,9-11 Tai Lok Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
35-37 Sai Wan Ho Street,35-37 Sai Wan Ho Street,1,12,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Lai Lam Building,212-214 Shau Kei Wan Road,1,40,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
66-68 Sai Wan Ho Street,66-68 Sai Wan Ho Street,1,10,"$9,168/ ft²",--,2,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
15 Shing On Street,15 Shing On Street,1,6,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
216-218 Shau Kei Wan Road,216-218 Shau Kei Wan Road,1,26,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
206 Shau Kei Wan Road,206 Shau Kei Wan Road,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Man Hong Apartments,241-249 Shau Kei Wan Road,1,142,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
80 Shau Kei Wan Road,80 Shau Kei Wan Road,1,4,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
39-45 Sai Wan Ho Street,39-45 Sai Wan Ho Street,1,20,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
31-33 Sai Wan Ho Street,31-33 Sai Wan Ho Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Sai Wong House,70-72 Sai Wan Ho Street,1,15,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Hand Cheong Court,22-28 Sai Wan Ho Street,1,69,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Fortune Mansion,228 Shau Kei Wan Road,1,63,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
210 Shau Kei Wan Road,210 Shau Kei Wan Road,1,14,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Saiwanho Building,46-56 Sai Wan Ho Street,1,63,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Tai Sing House,19-23A Tai Shek Street,1,36,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
82-84 Shau Kei Wan Road,82-84 Shau Kei Wan Road,1,14,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
62-64 Sai Wan Ho Street,62-64 Sai Wan Ho Street,1,15,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
208 Shau Kei Wan Road,208 Shau Kei Wan Road,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
2-4 Tai Lok Street,2-4 Tai Lok Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Wing Yu Lau,186 Shau Kei Wan Road,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Wing Yue Yuen Building,74-80 Sai Wan Ho Street,1,37,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Tai Chung Building,116-120 Shau Kei Wan Road,1,32,"$6,494/ ft²",40.18%,1,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
2A-2B Tai Ning Street,2A-2B Tai Ning Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Tai Shun House,4 Hong Cheung Street,1,198,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
126 Shau Kei Wan Road,126 Shau Kei Wan Road,1,7,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Melody Court,54 Hing Man Street,1,36,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
113-119 Shau Kei Wan Road,113-119 Shau Kei Wan Road,1,15,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
118 Sai Wan Ho Street,118 Sai Wan Ho Street,1,2,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
38 Hing Man Street,38 Hing Man Street,1,7,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
14 Shing On Street,14 Shing On Street,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Golden Mansion,121-131 Shau Kei Wan Road,1,84,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
164-166 Sai Wan Ho Street,164-166 Sai Wan Ho Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
12 Shing On Street,12 Shing On Street,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
44 Hing Man Street,44 Hing Man Street,1,7,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
124 Shau Kei Wan Road,124 Shau Kei Wan Road,1,7,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Wah Sing Building,9-13 Hoi An Street,1,63,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
143-145 Sai Wan Ho Street,143-145 Sai Wan Ho Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
8-10 Shing On Street,8-10 Shing On Street,1,25,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Hing Chung Building,134-136 Sai Wan Ho Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
16 Shing On Street,16 Shing On Street,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Dollar Building,143-145 Shau Kei Wan Road,1,68,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
168-170 Sai Wan Ho Street,168-170 Sai Wan Ho Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
167-173 Sai Wan Ho Street,167-173 Sai Wan Ho Street,1,20,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Tai Hing Building,130-132 Sai Wan Ho Street,1,15,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Chit Foo Mansion,106-108 Shau Kei Wan Road,1,12,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
140 Shau Kei Wan Road,140 Shau Kei Wan Road,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
181 Shau Kei Wan Road,181 Shau Kei Wan Road,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Wing Hing Court,50-52 Hing Man Street,1,68,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
112 Shau Kei Wan Road,112 Shau Kei Wan Road,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
137 Sai Wan Ho Street,137 Sai Wan Ho Street,1,3,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
126 Sai Wan Ho Street,126 Sai Wan Ho Street,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
156-162 Sai Wan Ho Street,156-162 Sai Wan Ho Street,1,20,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
104 Shau Kei Wan Road,104 Shau Kei Wan Road,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
122 Shau Kei Wan Road,122 Shau Kei Wan Road,1,4,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
148 Shau Kei Wan Road,148 Shau Kei Wan Road,1,11,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
120 Sai Wan Ho Street,120 Sai Wan Ho Street,1,2,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
151-157 Sai Wan Ho Street,151-157 Sai Wan Ho Street,1,20,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Fortune Court,3 Tai Ning Street,1,52,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
150 Shau Kei Wan Road,150 Shau Kei Wan Road,1,11,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
114 Shau Kei Wan Road,114 Shau Kei Wan Road,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
128 Sai Wan Ho Street,128 Sai Wan Ho Street,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
159-165 Sai Wan Ho Street,159-165 Sai Wan Ho Street,1,20,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
152-154 Sai Wan Ho Street,152-154 Sai Wan Ho Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
132-134 Shau Kei Wan Road,132-134 Shau Kei Wan Road,1,9,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
40 Hing Man Street,40 Hing Man Street,1,8,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
2 Shing On Street,2 Shing On Street,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
26 Hing Man Street,26 Hing Man Street,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Hing On Building,28-36 Hing Man Street,1,39,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
139 Sai Wan Ho Street,139 Sai Wan Ho Street,1,3,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
128-130 Shau Kei Wan Road,128-130 Shau Kei Wan Road,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
42 Hing Man Street,42 Hing Man Street,1,7,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
141 Sai Wan Ho Street,141 Sai Wan Ho Street,1,2,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Yip Ning Building,92-102 Shau Kei Wan Road,1,100,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
Man Hing House,122-124 Sai Wan Ho Street,1,10,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
110 Shau Kei Wan Road,110 Shau Kei Wan Road,1,5,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
4-6 Shing On Street/116 Sai Wan Ho Street,4-6 Shing On Street,1,21,--,--,--,--,--,Hong Kong Island,Sai Wan Ho,Sai Wan Ho,HMA057,https://hk.centanet.com/findproperty/en/list/estate/sai-wan-ho_19-HMA057?q=83bm6ipw52
