ID,Name,Street Name,Area Name,Year Built,Highest Floor,Typical Floor Area,District Name,Latitude,Longitude,Grade,Min Rent,Max Rent,Min Price,Max Price
52,Full View Commercial Building,140-142 Des Voeux Road Central,Central,1979,20,"900 - 1,280",Central and Western District,22.2853695,114.1544611,C,,,9750,16000
2998,Full Win Commercial Centre,573 Nathan Road,Mongkok,1995,,"3,798",Yau Tsim Mong District,22.314882006,114.169982999,B,34,34,,
4736,Fullerton Centre,19 Hung To Road,Kwun Tong,1996,,"6,040",Kwun Tong District,22.3134453,114.2195329,B,16,17.5,,
12446,Fullytech Centre,18 Tak Hoi Street,Tsuen Wan,2004,,,Tsuen Wan District,22.3700134,114.117413,B+,26,38.86,,
2533,Fung Lok Commercial Building,163 Wing Lok Street,Sheung Wan,1977,14,"1,450 - 2,400",Central and Western District,22.286669002,114.149461996,C,,,,
3579,Fung Sang Trading Building,54 Bonham Strand West,Sheung Wan,1998,22,748,Central and Western District,22.287235002,114.14805699899999,C,,,,
64,Fung Woo Centre,279-281 Des Voeux Road Central,Sheung Wan,1975,13,"2,000",Central and Western District,22.286869005,114.15169899499999,C,,,,
4601,Futura Plaza,111-113 How Ming Street,Kwun Tong,2001,,"10,455",Kwun Tong District,22.3118841,114.2244217,B,22,24.8,,
3085,Gala Place,56 Dundas Street,Mongkok,1975,25,"17,810",Yau Tsim Mong District,22.31524780666484,114.17113891838531,A,30,35,,
8170,Galuxe Building,8-10 On Lan Street,Central,1978,10,702,Central and Western District,22.280737008,114.156546002,C,,,,
1000,Gaylord Commercial Building,114-120 Lockhart Road,Wanchai,1976,21,"2,100",Wanchai District,22.277929994,114.172517998,C,,,,
6730,Gee Foo Commercial Building,19 Waterloo Road,Yaumatei,1981,,,Yau Tsim Mong District,22.313314992,114.171115999,C,,,,
5669,Gee Luen Hing Industrial Building,2 Yip Fat Street,Wong Chuk Hang,1974,,,Southern District,22.248251994,114.167681999,B+,,,,
13651,Gee Tuck Building,16-20 Bonham Strand,Sheung Wan,1965,16,,Central and Western District,22.2854064,114.152262,C,,,,
2314,Gem Fair Commercial Building,555-557 Canton Road,Jordan,1991,,,Yau Tsim Mong District,22.307043998,114.168093007,C,,,,
56,General Commercial Building,156-164 Des Voeux Road Central,Central,1968,13,"718 - 1,400",Central and Western District,22.28561092484698,114.1540656890004,C,24.32,24.32,,
3810,Genesis,33-35 Wong Chuk Hang Road,Wong Chuk Hang,2014,,"1,113 - 10,254",Southern District,22.248597991,114.165663004,A,16,24,,
7486,Get Nice Centre,272 Chatham Road North,Hunghom,1976,,,Kowloon City District,22.308580994,114.18347899700001,B,26,26,,
17492,GF Tower,81-85 Lockhart Road,Wanchai,2022,30,"5,246",Wanchai District,22.278356,114.171519,A,40,45,,
7271,Ginza Plaza,2A Sai Yeung Choi Street South,Mongkok,1996,,"2,000",Yau Tsim Mong District,22.316230003,114.170798996,B,25,40,,
2994,Ginza Square,565-567 Nathan Road,Mongkok,1992,23,"3,015",Yau Tsim Mong District,22.314634005,114.170163992,B,28,28,,
13765,Glassview Commercial Building,65-67 Castle Peak Road - Yuen Long,Yuen Long,2002,,,Yuen Long District,22.444672997,114.030038993,B,,,,
17427,Global Plaza,1 Sha Tsui Road,Tsuen Wan,2022,26,"543 - 27,305",Tsuen Wan District,22.37525,114.108006,A+,24.8,63.88,0,14250
3829,Global Trade Square,21 Wong Chuk Hang Road,Wong Chuk Hang,2013,,"8,487 - 9,820",Southern District,22.24864329830054,114.16323091548084,A,17,23,16500,16500
3227,Glory Centre,8 Hillwood Road,Tsimshatsui,1994,,"1,525",Yau Tsim Mong District,22.302587,114.1725602,C,,,,
153,Gloucester Tower,15 Queen's Road Central,Central,1979,45,"12,100 - 12,679",Central and Western District,22.28152566124187,114.15778104185848,A,115,130,,
6668,Gofuku Tower,62-64 Woosung Street,Jordan,1992,,790,Yau Tsim Mong District,22.306984994,114.170703008,C,0,0,5696,5696
4280,Gold & Silver Commercial Building,12-18 Mercer Street,Sheung Wan,1977,15,,Central and Western District,22.285309,114.1520832,C,,,,
9296,Gold Field Commercial Building,9 Peel Street,Central,1981,7,,Central and Western District,22.28383185670205,114.15367453923662,C,,,,
182,Gold Shine Tower,346-348 Queen's Road Central,Sheung Wan,1993,21,"1,067",Central and Western District,22.2858091,114.1493929,C,,,,
1396,Gold Swan Commercial Building,438-444 Hennessy Road,Causeway Bay,1984,23,"3,140",Wanchai District,22.279324997,114.181719001,C,34.39,34.39,,
619,Gold Union Commercial Building,70-72 Connaught Road West,Sheung Wan,1977,,,Central and Western District,22.288102007,114.146749994,C,20.04,22.45,,
858,Golden Bloom Centre,25-27 Jardine's Bazaar,Causeway Bay,2008,23,"1,332",Wanchai District,22.2796139,114.1847958,C,27,27,,
8,Golden Centre,188 Des Voeux Road Central,Sheung Wan,1991,27,"5,385",Central and Western District,22.285950007,114.153455001,B+,42,44,,
3512,Golden Dragon Centre,38-40 Cameron Road,Tsimshatsui,1992,,"2,506",Yau Tsim Mong District,22.298995008,114.17475300699999,B,36,36,,
2969,Golden Dragon Commercial  Building,522 Nathan Road,Yaumatei,1983,,,Yau Tsim Mong District,22.312473997,114.17103299899999,C,22.84,22.84,,
7111,Golden Era Plaza,39-55 Sai Yee Street,Mongkok,1999,,"5,860",Yau Tsim Mong District,22.318371007,114.171706004,B,35,35,,
2715,Golden Gate Commercial Building,136-138 Austin Road,Tsimshatsui,1981,,,Yau Tsim Mong District,22.303173991,114.173963991,C,,,,
3154,Golden Hill Commercial Building,39-41 Argyle Street,Mongkok,1979,,,Yau Tsim Mong District,22.3194204,114.1685287,C,,,,
1424,Golden Hill Commercial Mansion,209-211 Hennessy Road,Wanchai,1975,15,"1,200",Wanchai District,22.278026009,114.175002993,C,,,,
2138,Golden House,28-30 Pottinger Street,Central,1967,7,"450 - 1,000",Central and Western District,22.283097993,114.155753997,C,,,,
5434,Golden Name Commercial Building,400 Portland Street,Prince Edward,1990,,,Yau Tsim Mong District,22.324735006,114.167829992,C,,,,
17577,Golden Resources Tower,218 Jaffe Road,Wanchai,2022,30,"469 - 2,243",Wanchai District,22.2788423,114.1759082,A,,,15565,23046
991,Golden Star Building,20-24 Lockhart Road,Wanchai,1978,21,"2,142",Wanchai District,22.2781127,114.1698988,B,23,23,9337,9337
3577,Golden Sun Centre,59-67 Bonham Strand West,Sheung Wan,1994,25,"3,621",Central and Western District,22.287357006,114.14837600199999,B,17,17,,
15673,Goldfield Tower,53-59 Wuhu Street,Hunghom,1991,,,Kowloon City District,22.3065076,114.1868276,C,,,,
5230,Goldsland Building,22-26 Minden Avenue,Tsimshatsui,1989,,,Yau Tsim Mong District,22.2966394,114.1747687,B,24,25,,
12201,Good Dragon Building,184-190 Ki Lung Street,Sham Shui Po,1967,,,Sham Shui Po District,22.3282122,114.1630946,C,,,,
3020,Good Harvest Commercial Building,515-517 Nathan Road,Yaumatei,1982,,,Yau Tsim Mong District,22.3125913,114.1704519,C,25.03,25.03,,
2862,Good Hope Building,612-618 Nathan Road,Mongkok,1971,,,Yau Tsim Mong District,22.317346007,114.170079994,C,,,,
2584,Goodfit Commercial Building,133 Thomson Road,Wanchai,1983,,"1,778",Wanchai District,22.2773774,114.1749845,C,,,,
13073,Goodview Centre,12 Wu Pak Street,Aberdeen,1996,,,Southern District,22.24802192462779,114.15516470796928,B,,,,
10525,Gough Plaza,33 Gough Street,Central,1991,5,"657 - 1,384",Central and Western District,22.284435001,114.152306004,C,26.82,31.96,,
7320,Grancastle Commercial Centre,2T Sai Yeung Choi Street South,Mongkok,1992,,,Yau Tsim Mong District,22.3157335,114.1708974,C,,,,
124,Grand Building,15-18 Connaught Road Central,Central,1959,18,"3,961",Central and Western District,22.282994006,114.157610999,B,,,,
7243,Grand Central Plaza Tower 1,138 Shatin Rural Committee Rd,Shatin,1995,,"18,900",Sha Tin District,22.385555995,114.18772699499999,A,27,45,,
7244,Grand Central Plaza Tower 2,138 Shatin Rural Committee Rd,Shatin,1995,,"18,900",Sha Tin District,22.385555999,114.187726997,A,33,35,,
6025,Grand Centre,7-8 Humphreys Avenue,Tsimshatsui,1994,18,"5,602",Yau Tsim Mong District,22.2985433268926,114.1735131596634,A,50,55,,
6926,Grand Century Place Tower 1,193 Prince Edward Road West,Mongkok,1997,,"22,100",Yau Tsim Mong District,22.322955993,114.17200100199999,A+,36,38,,
6925,Grand Century Place Tower 2,193 Prince Edward Road West,Mongkok,1997,,"20,800",Yau Tsim Mong District,22.322931995,114.172548008,A+,36,38,,
7169,Grand City Plaza,1 Sai Lau Kok Road,Tsuen Wan,1998,,"11,766",Tsuen Wan District,22.3747357,114.1143403,A,25,27,,
2952,Grand Place,558-560 Nathan Road,Mongkok,1988,23,"2,680",Yau Tsim Mong District,22.3144694,114.1706187,B,30.7,32.3,,
3011,Grand Plaza Office Tower One,639 Nathan Road,Mongkok,1986,,"17,400",Yau Tsim Mong District,22.3181152,114.169367,B,48,48,,
3012,Grand Plaza Office Tower Two,625 Nathan Road,Mongkok,1976,,"4,700",Yau Tsim Mong District,22.317564008,114.16946799099999,B,40,40,,
2564,Grand Progress Building,15-16 Lan Kwai Fong,Central,1977,10,"1,900",Central and Western District,22.280489007,114.155438002,B,45.45,45.45,,
3513,Grand Right Centre,10-10A Cameron Road,Tsimshatsui,1992,,,Yau Tsim Mong District,22.2986365,114.1731242,C,,,,
2622,Grandmark,10 Granville Road,Tsimshatsui,1973,,"4,750",Yau Tsim Mong District,22.299445,114.172919,B,30,30,12500,12500
2623,Granville House,41C-41D Granville Road,Tsimshatsui,1976,,,Yau Tsim Mong District,22.3002663,114.1747058,C,36.07,41.32,,
2004,Great Eagle Centre,23 Harbour Road,Wanchai,1983,33,"15,577",Wanchai District,22.281023997,114.17502000100001,A,46,58,,
2244,Great Smart Tower,230 Wanchai Road,Wanchai,1984,,"2,975",Wanchai District,22.278004996,114.178905005,B,22.45,24.42,,
364,Greatmany Centre,109-115 Queen's Road East,Wanchai,1985,,"2,550 - 4,700",Wanchai District,22.275719004,114.170378003,B,,,,
17315,Green 18 - Science Park,18 Science Park East Avenue,Tai Po,,,,Tai Po District,22.4279795,114.2109976,A,,,,
1675,Greenwich Centre,260 King's Road,North Point,1982,,"4,861",Eastern District,22.288981999,114.19447699400001,B,18,20,,
646,Guangdong Finance Building,88-91 Connaught Road West,Sheung Wan,2000,33,"3,640",Central and Western District,22.288222,114.1457494,B,25,25,,
119,Guangdong Investment Tower,148 Connaught Road Central,Sheung Wan,1996,30,"785 - 7,733",Central and Western District,22.287228001,114.151119991,B,30,32,,
3412,Guangdong Tours Centre,18 Pennington Street,Causeway Bay,1994,,"3,230",Wanchai District,22.2783609,114.1861774,B,31.02,31.02,,
2160,Guardian House,32 Oi Kwan Road,Wanchai,1975,,"8,500 - 11,600",Wanchai District,22.27700818535298,114.1795961143496,B,25,25,,
2130,H Code High Block,45 Pottinger Street,Central,2016,26,"5,300 - 6,247",Central and Western District,22.282158908,114.154756003,A,,,,
6506,H Zentre,15 Middle Road,Tsimshatsui,2019,18,"6,800 - 17,232",Yau Tsim Mong District,22.2954476,114.1733297,A,,,,
4268,Haleson Building,1-3 Jubilee Street,Central,1983,20,"2,000",Central and Western District,22.284145993,114.154854002,C,,,,
3025,Hanford Commercial Centre,221B-E Nathan Road,Jordan,1983,,"3,912 - 5,420",Yau Tsim Mong District,22.3039104,114.1715012,B,0,40,,
5185,Hang Bong Commercial Centre,28-40 Shanghai Street,Jordan,1994,,,Yau Tsim Mong District,22.30397773516041,114.16929761291185,B,,,,
3578,Hang Fat Trading House,52 Bonham Strand West,Sheung Wan,1982,23,,Central and Western District,22.287116993,114.147993994,C,,,,
1104,Hang Lung Centre,2-20 Paterson Street,Causeway Bay,1975,26,"12,000",Wanchai District,22.2802143,114.1859353,A,50,58,,
208,Hang Lung House,184-192 Queen's Road Central,Sheung Wan,1968,23,"2,650",Central and Western District,22.2848065,114.1526231,C,,,,
15441,Hang Pont Commercial Building,31 Tonkin Street,Cheung Sha Wan,1982,,,Sham Shui Po District,22.336286995,114.158490003,B,,,,
3156,Hang Seng 113,113-115 Argyle Street,Mongkok,1996,,"13,100",Yau Tsim Mong District,22.320436007,114.173159001,B,,,,
89,Hang Seng Bank Headquarters,83 Des Voeux Road Central,Central,1991,,,Central and Western District,22.28470029767895,114.15629090356413,A+,,,,
3387,Hang Seng Castle Peak Road Building,339 Castle Peak Road,Cheung Sha Wan,1976,,"3,352 - 4,045",Sham Shui Po District,22.3382779,114.1562206,B,15,19,,
1618,Hang Seng Causeway Bay Building,28 Yee Wo Street,Causeway Bay,1998,,"1,712",Wanchai District,22.27982416225501,114.1855142174001,B+,52,52,,
6896,Hang Seng Kowloon City Building,360 Prince Edward Road West,Kowloon City,1967,,"3,696",Kowloon City District,22.327566,114.187381,B,38,38,,
2942,Hang Seng Mongkok Building,677 Nathan Road,Mongkok,1995,,,Yau Tsim Mong District,22.3194888,114.1690628,B,24.4,36,,
1732,Hang Seng North Point Building,335-341 King's Road,North Point,1985,,"3,380",Eastern District,22.29066168620122,114.19692785152057,C,15.9,21,,
17513,Hang Seng Tower,33 Wai Yip Street,Kowloon Bay,1980,,,Kwun Tong District,22.32133903562125,114.21312703614522,A,25,25,,
5704,Hang Seng Tsim Sha Tsui Building,18 Carnarvon Road,Tsimshatsui,1973,15,"5,977",Yau Tsim Mong District,22.2990739,114.1733102,B+,47,50,,
6444,Hang Seng Tsuen Wan Building,289 Sha Tsui Road,Tsuen Wan,1998,,,Tsuen Wan District,22.369488009,114.117598005,B+,15.9,28.48,,
1422,Hang Seng Wanchai Building,200 Hennessy Road,Wanchai,1972,,"1,200",Wanchai District,22.277592007,114.174577008,B+,,,,
13727,Hang Seng Yuen Long Building,91-93 Castle Peak Road - Yuen Long,Yuen Long,1979,,,Yuen Long District,22.444702006,114.029130995,B+,33,33,,
2959,Hang Shing Building,363-373 Nathan Road,Jordan,1975,,,Yau Tsim Mong District,22.3079359,114.1710015,B,20,26,,
2000,Hang Shun Building,10-12 Wyndham Street,Central,1964,7,"1,169",Central and Western District,22.28090065274904,114.15639993058522,C,,,,
3515,Hang Shun Commercial Building,12-12A Cameron Road,Tsimshatsui,1992,,"1,422",Yau Tsim Mong District,22.2986708,114.1732353,B,38,38,,
13556,Hang Tung Resources Centre,18 A Kung Ngam Village Road,Shau Kei Wan,1996,,"7,270",Eastern District,22.2824328,114.2333147,B+,,,,
356,Hang Wai Commercial Building,231-233 Queen's Road East,Wanchai,1991,,"1,168",Wanchai District,22.27428324866246,114.1735775983743,B,,,,
3016,Hanley House,776-778 Nathan Road,Prince Edward,1983,,,Yau Tsim Mong District,22.325516,114.168337,C,,,,
3083,Hanway Commercial Centre,36 Dundas Street,Mongkok,1994,,,Yau Tsim Mong District,22.315077995,114.169812009,C,,,,
2010,Harbour Centre,25 Harbour Road,Wanchai,1982,33,"15,577",Wanchai District,22.2811111,114.1755556,A,39,54,,
128,Harbour Commercial Building,122-124 Connaught Road Central,Sheung Wan,1975,21,"2,200",Central and Western District,22.2868526,114.1524233,B,,,,
2620,Harbour Crystal Centre,100 Granville Road,Tsimshatsui East,1982,,"19,600",Yau Tsim Mong District,22.300847,114.1783517,A,21,21,,
11442,Harbourside HQ,8 Lam Chak Street,Kowloon Bay,2010,30,"11,900 - 35,500",Kwun Tong District,22.31569546439092,114.211808614229,A+,19,19,,
1148,Harcourt House,39 Gloucester Road,Wanchai,1985,,"18,208",Wanchai District,22.2790727,114.1698835,A,27,47,,
1997,Harilela House,79 Wyndham Street,Central,1966,6,"1,400",Central and Western District,22.281911001,114.154669997,C,,,,
6635,Hart Avenue Plaza,5-9A Hart Avenue,Tsimshatsui,1990,,,Yau Tsim Mong District,22.297930991,114.17419199800001,B,,,,
6638,Hart House,12-14 Hart Avenue,Tsimshatsui,1977,,,Yau Tsim Mong District,22.298259001,114.175020997,C,26.13,38.93,,
2580,Harvard Commercial Building,105-111 Thomson Road,Wanchai,1976,,"2,200",Wanchai District,22.277287991,114.173963996,B,,,,
2559,Harvest Building,29-35 Wing Kut Street,Sheung Wan,1976,18,,Central and Western District,22.285358005,114.154288999,C,25.16,25.16,7075,7075
11220,Haven Commercial Building,6-8 Tsing Fung Street,Tin Hau,1983,,,Wanchai District,22.284617,114.1921221,C,,,,
6007,HDH Centre,1 Irving Street,Causeway Bay,2021,25,"3,250 - 4,315",Wanchai District,22.2787619,114.1861621,B+,45,65,,
17496,Health Aura,9-11 Keswick Street,Causeway Bay,2022,20,"1,285 - 1,725",Wanchai District,22.2785991,114.1864868,B+,45,60,0,15500
4934,Hecny Centre,111 Wai Yip Street,Kwun Tong,1980,,,Kwun Tong District,22.315311005,114.215975995,,,,,
3205,Hecny Tower,9 Chatham Road South,Tsimshatsui,1973,,"2,200",Yau Tsim Mong District,22.2967486,114.175157,B,,,,
2521,Heep Kee Commercial Building,205-211 Wing Lok Street,Sheung Wan,1977,15,,Central and Western District,22.287270003,114.148733995,C,20.69,20.69,,
1504,Henan Building,90 Jaffe Road,Wanchai,1985,,"3,224 - 4,935",Wanchai District,22.2784926,114.1715012,B,20,26,12630,12630
1684,Henan Electric Development Building,387-389 King's Road,North Point,1996,,"2,011",Eastern District,22.2910245,114.1984847,C,19.84,19.84,,
1023,Henfa Commercial Building,348-350 Lockhart Road,Wanchai,1981,,"1,240",Wanchai District,22.2789791,114.1789322,C,,,,
360,Heng Shan Centre,145 Queen's Road East,Wanchai,1992,,"2,340",Wanchai District,22.27514208304315,114.171365798996,B,,,,
165,Henley Building,5 Queen's Road Central,Central,1997,33,"4,042 - 5,789",Central and Western District,22.28034948890528,114.15865619285728,A,70,100,,
1421,Hennessy Plaza,164-166 Hennessy Road,Wanchai,1977,,"1,300",Wanchai District,22.277445998,114.173688009,C,,,,
3220,Hermes Commercial Centre,4 Hillwood Road,Tsimshatsui,1990,,"3,209",Yau Tsim Mong District,22.3025352,114.1723814,B,21,21,,
6505,Hermes House,10 Middle Road,Tsimshatsui,1981,,,Yau Tsim Mong District,22.295897999,114.173355001,C,,,,
103,Heung Lam Building,23 Connaught Road Central,Central,1964,8,"1,500",Central and Western District,22.2832173902104,114.15742919265564,C,,,,
7343,High Fashion Centre,1-11 Kwai Hei Street,Kwai Fong,1976,,"1,900 - 24,000",Kwai Tsing District,22.357290991,114.124105005,B+,14,16,,
13655,Hillier Commercial Building,65-67 Bonham Strand,Sheung Wan,1984,,"500 - 1,500",Central and Western District,22.285962009,114.151781996,C,,,,
3609,Hilltop Plaza,49-51 Hollywood Road,Central,1989,20,"1,413",Central and Western District,22.28265457301792,114.15338436765114,C,,,,
836,Hing Lee Building,72-74 Des Voeux Road West,Sheung Wan,1975,,,Central and Western District,22.287483008,114.146307005,C,,,,
5150,Hing Lee Commercial Building,12-14 Shanghai Street,Jordan,1979,,,Yau Tsim Mong District,22.3034623,114.1693647,C,,,,
2527,Hing Loong Building,6A-8A Wing Lok Street,Sheung Wan,1967,7,,Central and Western District,22.286009006,114.15306200900001,C,,,,
13664,Hing Lung Commercial Building,68-74 Bonham Strand,Sheung Wan,1984,22,,Central and Western District,22.285899994,114.150732003,B,,,,
2525,Hing Tai Commercial Building,114 Wing Lok Street,Sheung Wan,1968,,,Central and Western District,22.286862995,114.150025001,C,,,,
5077,Hing Wah Commercial Building,450-454 Shanghai Street,Yaumatei,1978,,,Yau Tsim Mong District,22.3155394,114.169086,C,,,,
169,Hing Wai Building,36 Queen's Road Central,Central,1998,23,"2,686",Central and Western District,22.281854003,114.156285997,B+,65,65,,
7120,Hing Wan Commercial Building,25-27 Parkes Street,Jordan,1986,,,Yau Tsim Mong District,22.304020992,114.170565997,C,,,,
